time,height
2024-08-21 05:00:00+00:00,0.374
2024-08-21 06:00:00+00:00,0.671
2024-08-21 07:00:00+00:00,0.902
2024-08-21 08:00:00+00:00,0.966
2024-08-21 09:00:00+00:00,0.808
2024-08-21 10:00:00+00:00,0.394
2024-08-21 11:00:00+00:00,-0.157
2024-08-21 12:00:00+00:00,-0.639
2024-08-21 13:00:00+00:00,-0.988
2024-08-21 14:00:00+00:00,-1.121
2024-08-21 15:00:00+00:00,-1.053
2024-08-21 16:00:00+00:00,-0.785
2024-08-21 17:00:00+00:00,-0.403
2024-08-21 18:00:00+00:00,-0.006
2024-08-21 19:00:00+00:00,0.376
2024-08-21 20:00:00+00:00,0.662
2024-08-21 21:00:00+00:00,0.775
2024-08-21 22:00:00+00:00,0.668
2024-08-21 23:00:00+00:00,0.401
2024-08-22 00:00:00+00:00,-0.002
2024-08-22 01:00:00+00:00,-0.343
2024-08-22 02:00:00+00:00,-0.531
2024-08-22 03:00:00+00:00,-0.498
2024-08-22 04:00:00+00:00,-0.301
2024-08-22 05:00:00+00:00,-0.017
2024-08-22 06:00:00+00:00,0.307
2024-08-22 07:00:00+00:00,0.576
2024-08-22 08:00:00+00:00,0.801
2024-08-22 09:00:00+00:00,0.843
2024-08-22 10:00:00+00:00,0.665
2024-08-22 11:00:00+00:00,0.275
2024-08-22 12:00:00+00:00,-0.225
2024-08-22 13:00:00+00:00,-0.633
2024-08-22 14:00:00+00:00,-0.882
2024-08-22 15:00:00+00:00,-0.939
2024-08-22 16:00:00+00:00,-0.771
2024-08-22 17:00:00+00:00,-0.459
2024-08-22 18:00:00+00:00,-0.082
2024-08-22 19:00:00+00:00,0.298
2024-08-22 20:00:00+00:00,0.636
2024-08-22 21:00:00+00:00,0.870
2024-08-22 22:00:00+00:00,0.874
2024-08-22 23:00:00+00:00,0.673
2024-08-23 00:00:00+00:00,0.320
2024-08-23 01:00:00+00:00,-0.127
2024-08-23 02:00:00+00:00,-0.441
2024-08-23 03:00:00+00:00,-0.606
2024-08-23 04:00:00+00:00,-0.571
2024-08-23 05:00:00+00:00,-0.392
2024-08-23 06:00:00+00:00,-0.118
2024-08-23 07:00:00+00:00,0.175
2024-08-23 08:00:00+00:00,0.431
2024-08-23 09:00:00+00:00,0.622
2024-08-23 10:00:00+00:00,0.660
2024-08-23 11:00:00+00:00,0.495
2024-08-23 12:00:00+00:00,0.181
2024-08-23 13:00:00+00:00,-0.255
2024-08-23 14:00:00+00:00,-0.553
2024-08-23 15:00:00+00:00,-0.710
2024-08-23 16:00:00+00:00,-0.670
2024-08-23 17:00:00+00:00,-0.457
2024-08-23 18:00:00+00:00,-0.145
2024-08-23 19:00:00+00:00,0.199
2024-08-23 20:00:00+00:00,0.531
2024-08-23 21:00:00+00:00,0.814
2024-08-23 22:00:00+00:00,0.967
2024-08-23 23:00:00+00:00,0.889
2024-08-24 00:00:00+00:00,0.605
2024-08-24 01:00:00+00:00,0.166
2024-08-24 02:00:00+00:00,-0.259
2024-08-24 03:00:00+00:00,-0.557
2024-08-24 04:00:00+00:00,-0.707
2024-08-24 05:00:00+00:00,-0.677
2024-08-24 06:00:00+00:00,-0.533
2024-08-24 07:00:00+00:00,-0.284
2024-08-24 08:00:00+00:00,-0.006
2024-08-24 09:00:00+00:00,0.241
2024-08-24 10:00:00+00:00,0.408
2024-08-24 11:00:00+00:00,0.485
2024-08-24 12:00:00+00:00,0.362
2024-08-24 13:00:00+00:00,0.153
2024-08-24 14:00:00+00:00,-0.184
2024-08-24 15:00:00+00:00,-0.409
2024-08-24 16:00:00+00:00,-0.499
2024-08-24 17:00:00+00:00,-0.429
2024-08-24 18:00:00+00:00,-0.216
2024-08-24 19:00:00+00:00,0.070
2024-08-24 20:00:00+00:00,0.381
2024-08-24 21:00:00+00:00,0.653
2024-08-24 22:00:00+00:00,0.883
2024-08-24 23:00:00+00:00,0.946
2024-08-25 00:00:00+00:00,0.805
2024-08-25 01:00:00+00:00,0.493
2024-08-25 02:00:00+00:00,0.042
2024-08-25 03:00:00+00:00,-0.347
2024-08-25 04:00:00+00:00,-0.630
2024-08-25 05:00:00+00:00,-0.798
2024-08-25 06:00:00+00:00,-0.788
2024-08-25 07:00:00+00:00,-0.669
2024-08-25 08:00:00+00:00,-0.458
2024-08-25 09:00:00+00:00,-0.224
2024-08-25 10:00:00+00:00,0.011
2024-08-25 11:00:00+00:00,0.197
2024-08-25 12:00:00+00:00,0.297
2024-08-25 13:00:00+00:00,0.254
2024-08-25 14:00:00+00:00,0.124
2024-08-25 15:00:00+00:00,-0.064
2024-08-25 16:00:00+00:00,-0.238
2024-08-25 17:00:00+00:00,-0.278
2024-08-25 18:00:00+00:00,-0.219
2024-08-25 19:00:00+00:00,-0.034
2024-08-25 20:00:00+00:00,0.215
2024-08-25 21:00:00+00:00,0.474
2024-08-25 22:00:00+00:00,0.718
2024-08-25 23:00:00+00:00,0.886
2024-08-26 00:00:00+00:00,0.912
2024-08-26 01:00:00+00:00,0.761
2024-08-26 02:00:00+00:00,0.460
2024-08-26 03:00:00+00:00,0.033
2024-08-26 04:00:00+00:00,-0.337
2024-08-26 05:00:00+00:00,-0.637
2024-08-26 06:00:00+00:00,-0.797
2024-08-26 07:00:00+00:00,-0.861
2024-08-26 08:00:00+00:00,-0.775
2024-08-26 09:00:00+00:00,-0.600
2024-08-26 10:00:00+00:00,-0.367
2024-08-26 11:00:00+00:00,-0.122
2024-08-26 12:00:00+00:00,0.088
2024-08-26 13:00:00+00:00,0.249
2024-08-26 14:00:00+00:00,0.288
2024-08-26 15:00:00+00:00,0.232
2024-08-26 16:00:00+00:00,0.122
2024-08-26 17:00:00+00:00,0.007
2024-08-26 18:00:00+00:00,-0.050
2024-08-26 19:00:00+00:00,-0.012
2024-08-26 20:00:00+00:00,0.095
2024-08-26 21:00:00+00:00,0.291
2024-08-26 22:00:00+00:00,0.503
2024-08-26 23:00:00+00:00,0.712
2024-08-27 00:00:00+00:00,0.861
2024-08-27 01:00:00+00:00,0.886
2024-08-27 02:00:00+00:00,0.724
2024-08-27 03:00:00+00:00,0.456
2024-08-27 04:00:00+00:00,0.052
2024-08-27 05:00:00+00:00,-0.310
2024-08-27 06:00:00+00:00,-0.616
2024-08-27 07:00:00+00:00,-0.827
2024-08-27 08:00:00+00:00,-0.917
2024-08-27 09:00:00+00:00,-0.866
2024-08-27 10:00:00+00:00,-0.691
2024-08-27 11:00:00+00:00,-0.449
2024-08-27 12:00:00+00:00,-0.207
2024-08-27 13:00:00+00:00,0.039
2024-08-27 14:00:00+00:00,0.225
2024-08-27 15:00:00+00:00,0.349
2024-08-27 16:00:00+00:00,0.345
2024-08-27 17:00:00+00:00,0.293
2024-08-27 18:00:00+00:00,0.214
2024-08-27 19:00:00+00:00,0.136
2024-08-27 20:00:00+00:00,0.116
2024-08-27 21:00:00+00:00,0.179
2024-08-27 22:00:00+00:00,0.319
2024-08-27 23:00:00+00:00,0.500
2024-08-28 00:00:00+00:00,0.682
2024-08-28 01:00:00+00:00,0.841
2024-08-28 02:00:00+00:00,0.873
2024-08-28 03:00:00+00:00,0.772
2024-08-28 04:00:00+00:00,0.517
2024-08-28 05:00:00+00:00,0.113
2024-08-28 06:00:00+00:00,-0.247
2024-08-28 07:00:00+00:00,-0.597
2024-08-28 08:00:00+00:00,-0.832
2024-08-28 09:00:00+00:00,-0.947
2024-08-28 10:00:00+00:00,-0.901
2024-08-28 11:00:00+00:00,-0.709
2024-08-28 12:00:00+00:00,-0.492
2024-08-28 13:00:00+00:00,-0.208
2024-08-28 14:00:00+00:00,0.075
2024-08-28 15:00:00+00:00,0.286
2024-08-28 16:00:00+00:00,0.432
2024-08-28 17:00:00+00:00,0.459
2024-08-28 18:00:00+00:00,0.414
2024-08-28 19:00:00+00:00,0.312
2024-08-28 20:00:00+00:00,0.181
2024-08-28 21:00:00+00:00,0.126
2024-08-28 22:00:00+00:00,0.173
2024-08-28 23:00:00+00:00,0.302
2024-08-29 00:00:00+00:00,0.492
2024-08-29 01:00:00+00:00,0.695
2024-08-29 02:00:00+00:00,0.855
2024-08-29 03:00:00+00:00,0.929
2024-08-29 04:00:00+00:00,0.822
2024-08-29 05:00:00+00:00,0.586
2024-08-29 06:00:00+00:00,0.161
2024-08-29 07:00:00+00:00,-0.270
2024-08-29 08:00:00+00:00,-0.605
2024-08-29 09:00:00+00:00,-0.859
2024-08-29 10:00:00+00:00,-0.957
2024-08-29 11:00:00+00:00,-0.915
2024-08-29 12:00:00+00:00,-0.749
2024-08-29 13:00:00+00:00,-0.475
2024-08-29 14:00:00+00:00,-0.187
2024-08-29 15:00:00+00:00,0.125
2024-08-29 16:00:00+00:00,0.351
2024-08-29 17:00:00+00:00,0.517
2024-08-29 18:00:00+00:00,0.522
2024-08-29 19:00:00+00:00,0.408
2024-08-29 20:00:00+00:00,0.281
2024-08-29 21:00:00+00:00,0.107
2024-08-29 22:00:00+00:00,0.039
2024-08-29 23:00:00+00:00,0.084
2024-08-30 00:00:00+00:00,0.225
2024-08-30 01:00:00+00:00,0.447
2024-08-30 02:00:00+00:00,0.649
2024-08-30 03:00:00+00:00,0.839
2024-08-30 04:00:00+00:00,0.915
2024-08-30 05:00:00+00:00,0.837
2024-08-30 06:00:00+00:00,0.537
2024-08-30 07:00:00+00:00,0.139
2024-08-30 08:00:00+00:00,-0.321
2024-08-30 09:00:00+00:00,-0.682
2024-08-30 10:00:00+00:00,-0.936
2024-08-30 11:00:00+00:00,-1.032
2024-08-30 12:00:00+00:00,-0.978
2024-08-30 13:00:00+00:00,-0.751
2024-08-30 14:00:00+00:00,-0.451
2024-08-30 15:00:00+00:00,-0.144
2024-08-30 16:00:00+00:00,0.157
2024-08-30 17:00:00+00:00,0.394
2024-08-30 18:00:00+00:00,0.529
2024-08-30 19:00:00+00:00,0.497
2024-08-30 20:00:00+00:00,0.375
2024-08-30 21:00:00+00:00,0.157
2024-08-30 22:00:00+00:00,-0.014
2024-08-30 23:00:00+00:00,-0.082
2024-08-31 00:00:00+00:00,0.002
2024-08-31 01:00:00+00:00,0.197
2024-08-31 02:00:00+00:00,0.420
2024-08-31 03:00:00+00:00,0.658
2024-08-31 04:00:00+00:00,0.840
2024-08-31 05:00:00+00:00,0.931
2024-08-31 06:00:00+00:00,0.803
2024-08-31 07:00:00+00:00,0.483
2024-08-31 08:00:00+00:00,0.044
2024-08-31 09:00:00+00:00,-0.390
2024-08-31 10:00:00+00:00,-0.733
2024-08-31 11:00:00+00:00,-0.956
2024-08-31 12:00:00+00:00,-1.025
2024-08-31 13:00:00+00:00,-0.896
2024-08-31 14:00:00+00:00,-0.641
2024-08-31 15:00:00+00:00,-0.319
2024-08-31 16:00:00+00:00,0.009
2024-08-31 17:00:00+00:00,0.275
2024-08-31 18:00:00+00:00,0.502
2024-08-31 19:00:00+00:00,0.556
2024-08-31 20:00:00+00:00,0.471
2024-08-31 21:00:00+00:00,0.272
2024-08-31 22:00:00+00:00,0.044
2024-08-31 23:00:00+00:00,-0.104
